Country Name,Country Code,year,GDP_USD,GDP_per_capita_USD
Mozambique,MOZ,1973,,
Mauritania,MRT,1973,493237544.4,393.28245
Mauritius,MUS,1973,,
Malawi,MWI,1973,444281703.9,87.22748953
Malaysia,MYS,1973,7662996767.0,661.022691
North America,NAC,1973,1556970000000.0,6640.805988
Namibia,NAM,1973,,
New Caledonia,NCL,1973,542293400.0,4220.182101
Niger,NER,1973,946385033.0,193.0550554
Nigeria,NGA,1973,15162871287.0,252.2326939
Nicaragua,NIC,1973,1093571442.0,414.4358419
Netherlands,NLD,1973,71840909664.0,5345.575444
Norway,NOR,1973,22534253703.0,5689.588807
Nepal,NPL,1973,972101725.0,75.63696074
Nauru,NRU,1973,,
New Zealand,NZL,1973,12802281898.0,4323.196535
OECD members,OED,1973,3730650000000.0,3921.859949
Oman,OMN,1973,483033932.1,598.5661842
Other small states,OSS,1973,6529375923.0,556.8603586
Pakistan,PAK,1973,6383429490.0,101.1646559
Panama,PAN,1973,1913793400.0,1157.624086
Peru,PER,1973,10994381895.0,752.2233843
Philippines,PHL,1973,11412421020.0,292.4555135
Palau,PLW,1973,,
Papua New Guinea,PNG,1973,1299105241.0,434.5994936
Poland,POL,1973,,
Pre-demographic dividend,PRE,1973,61172029610.0,236.2279462
Puerto Rico,PRI,1973,7002400000.0,2432.414219
"Korea, Dem. People's Rep.",PRK,1973,,
Portugal,PRT,1973,15090564186.0,1747.989041
Paraguay,PRY,1973,995531746.0,374.3419598
West Bank and Gaza,PSE,1973,,
Pacific island small states,PSS,1973,716754963.6,583.8416585
Post-demographic dividend,PST,1973,3637000000000.0,4206.523817
French Polynesia,PYF,1973,431252938.2,3516.384718
Qatar,QAT,1973,793884368.0,5583.61784
Romania,ROU,1973,,
Russian Federation,RUS,1973,,
Rwanda,RWA,1973,290746157.1,70.80298517
South Asia,SAS,1973,104813000000.0,137.1577257
Saudi Arabia,SAU,1973,14947491056.0,2227.006073
Sudan,SDN,1973,3571666667.0,236.617218
Senegal,SEN,1973,1863398448.0,399.8086239
Singapore,SGP,1973,3696213333.0,1685.459796
Solomon Islands,SLB,1973,55272108.84,308.2557686
Sierra Leone,SLE,1973,575230234.4,197.4465226
El Salvador,SLV,1973,1442320000.0,363.8296353
San Marino,SMR,1973,,
Somalia,SOM,1973,507028428.2,144.3445525
Serbia,SRB,1973,,
Sub-Saharan Africa (excluding high income),SSA,1973,98917512282.0,314.3185975
South Sudan,SSD,1973,,
Sub-Saharan Africa,SSF,1973,98951233386.0,314.3689178
Small states,SST,1973,13002636422.0,721.3706738
Sao Tome and Principe,STP,1973,,
Suriname,SUR,1973,339450000.0,930.2370193
Slovak Republic,SVK,1973,,
Slovenia,SVN,1973,,
Sweden,SWE,1973,59404966684.0,7301.215426
Eswatini,SWZ,1973,221902017.3,471.5690788
Sint Maarten (Dutch part),SXM,1973,,
Seychelles,SYC,1973,36896278.22,648.5319241
Syrian Arab Republic,SYR,1973,2579219251.0,366.4777717
Turks and Caicos Islands,TCA,1973,,
Chad,TCD,1973,647199482.8,165.613494
East Asia & Pacific (IDA & IBRD countries),TEA,1973,195291000000.0,164.1994237
Europe & Central Asia (IDA & IBRD countries),TEC,1973,,
Togo,TGO,1973,406479906.2,176.4738164
Thailand,THA,1973,10838587358.0,269.8879592
Tajikistan,TJK,1973,,
Turkmenistan,TKM,1973,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,1973,273159000000.0,927.8222925
Timor-Leste,TLS,1973,,
Middle East & North Africa (IDA & IBRD countries),TMN,1973,66663188761.0,484.7835903
Tonga,TON,1973,,
South Asia (IDA & IBRD),TSA,1973,104813000000.0,137.1577257
Sub-Saharan Africa (IDA & IBRD countries),TSS,1973,98951233386.0,314.3689178
Trinidad and Tobago,TTO,1973,1308799459.0,1332.78153
Tunisia,TUN,1973,2730787476.0,504.8284053
Turkiye,TUR,1973,25633802817.0,684.0728479
Tuvalu,TUV,1973,,
Tanzania,TZA,1973,,
Uganda,UGA,1973,1702521008.0,167.13582
Ukraine,UKR,1973,,
Upper middle income,UMC,1973,689649000000.0,469.430952
Uruguay,URY,1973,3964295673.0,1404.726557
United States,USA,1973,1425380000000.0,6726.358956
Uzbekistan,UZB,1973,,
St. Vincent and the Grenadines,VCT,1973,30165373.62,322.4208641
"Venezuela, RB",VEN,1973,17035581395.0,1367.912274
British Virgin Islands,VGB,1973,,
Virgin Islands (U.S.),VIR,1973,,
Vietnam,VNM,1973,,
Vanuatu,VUT,1973,,
World,WLD,1973,4656240000000.0,1189.946669
Samoa,WSM,1973,,
Kosovo,XKX,1973,,
"Yemen, Rep.",YEM,1973,,
South Africa,ZAF,1973,33262767311.0,1390.985745
Zambia,ZMB,1973,2268714286.0,491.1116401
Zimbabwe,ZWE,1973,3309353600.0,563.0330783
Aruba,ABW,1974,,
Africa Eastern and Southern,AFE,1974,86057777551.0,451.0346883
Afghanistan,AFG,1974,2155555498.0,173.6536247
Africa Western and Central,AFW,1974,44214484997.0,333.1924587
Angola,AGO,1974,,
Albania,ALB,1974,,
Andorra,AND,1974,186558696.3,6320.809632
Arab World,ARB,1974,142816000000.0,1050.488494
United Arab Emirates,ARE,1974,,
Argentina,ARG,1974,72436777342.0,2844.863312
Armenia,ARM,1974,,
American Samoa,ASM,1974,,
Antigua and Barbuda,ATG,1974,,
Australia,AUS,1974,88981577008.0,6484.119872
Austria,AUT,1974,35189299912.0,4630.757197
Azerbaijan,AZE,1974,,
Burundi,BDI,1974,345263492.1,94.68539954
Belgium,BEL,1974,56033077879.0,5733.798139
Benin,BEN,1974,554654787.0,174.0140945
Burkina Faso,BFA,1974,751133330.6,124.3588964
Bangladesh,BGD,1974,12512460520.0,182.0200185
Bulgaria,BGR,1974,,
Bahrain,BHR,1974,,
"Bahamas, The",BHS,1974,632400000.0,3416.439318
Bosnia and Herzegovina,BIH,1974,,
Belarus,BLR,1974,,
Belize,BLZ,1974,103216374.3,786.0810652
Bermuda,BMU,1974,312600000.0,5853.932584
Bolivia,BOL,1974,2100249875.0,429.2975596
Brazil,BRA,1974,109795000000.0,1048.596235
Barbados,BRB,1974,311809337.5,1274.548372
Brunei Darussalam,BRN,1974,1073577086.0,6923.221828
Bhutan,BTN,1974,,
Botswana,BWA,1974,306033848.4,428.1984332
Central African Republic,CAF,1974,281398668.2,146.2277673
Canada,CAN,1974,160409000000.0,7033.011021
Central Europe and the Baltics,CEB,1974,,
Switzerland,CHE,1974,,
Channel Islands,CHI,1974,,
Chile,CHL,1974,16210404184.0,1554.387803
China,CHN,1974,144182000000.0,160.1400937
Cote d'Ivoire,CIV,1974,3070151901.0,501.5526782
Cameroon,CMR,1974,2157415246.0,297.686036
"Congo, Dem. Rep.",COD,1974,9596960180.0,430.7021578
"Congo, Rep.",COG,1974,585364635.4,392.3210842
Colombia,COL,1974,12370029584.0,525.5257298
Comoros,COM,1974,,
Cabo Verde,CPV,1974,,
Costa Rica,CRI,1974,1666544754.0,816.0368625
Caribbean small states,CSS,1974,6595605183.0,1285.493303
Cuba,CUB,1974,11405957317.0,1223.691349
Curacao,CUW,1974,,
Cayman Islands,CYM,1974,,
Cyprus,CYP,1974,,
Czech Republic,CZE,1974,,
Germany,DEU,1974,445303000000.0,5639.077621
Djibouti,DJI,1974,,
Dominica,DMA,1974,,
Denmark,DNK,1974,34160444798.0,6770.750027
Dominican Republic,DOM,1974,2925700000.0,583.4844213
Algeria,DZA,1974,13210029612.0,818.0082289
East Asia & Pacific (excluding high income),EAP,1974,221254000000.0,179.6631929
Early-demographic dividend,EAR,1974,605153000000.0,440.1673939
East Asia & Pacific,EAS,1974,854578000000.0,603.4059885
Europe & Central Asia (excluding high income),ECA,1974,,
Europe & Central Asia,ECS,1974,1976690000000.0,2597.391692
Ecuador,ECU,1974,6599259421.0,970.012722
"Egypt, Arab Rep.",EGY,1974,9228963225.0,244.7472149
Euro area,EMU,1974,1295370000000.0,4400.04465
Eritrea,ERI,1974,,
Spain,ESP,1974,97274006346.0,2749.924663
Estonia,EST,1974,,
Ethiopia,ETH,1974,,
European Union,EUU,1974,1451750000000.0,3666.504173
Fragile and conflict affected situations,FCS,1974,116068000000.0,348.0688846
Finland,FIN,1974,24848821490.0,5297.607817
Fiji,FJI,1974,558589870.9,987.92375
France,FRA,1974,285552000000.0,5328.241548
Faroe Islands,FRO,1974,,
"Micronesia, Fed. Sts.",FSM,1974,,
Gabon,GAB,1974,1544216004.0,2432.83618
United Kingdom,GBR,1974,206131000000.0,3665.862798
Georgia,GEO,1974,,
Ghana,GHA,1974,2894409938.0,296.8900239
Gibraltar,GIB,1974,,
Guinea,GIN,1974,,
"Gambia, The",GMB,1974,95797533.46,183.0817649
Guinea-Bissau,GNB,1974,98775328.95,130.3675607
Equatorial Guinea,GNQ,1974,94159862.71,354.3014528
Greece,GRC,1974,25351306818.0,2828.748559
Grenada,GRD,1974,,
Greenland,GRL,1974,169918948.6,3432.706033
Guatemala,GTM,1974,3161499900.0,527.4176968
Guam,GUM,1974,,
Guyana,GUY,1974,433954545.5,588.137017
High income,HIC,1974,4204940000000.0,4626.622312
"Hong Kong SAR, China",HKG,1974,9388663646.0,2144.607713
Honduras,HND,1974,1034500000.0,338.1553292
Heavily indebted poor countries (HIPC),HPC,1974,55470443840.0,240.1627008
Croatia,HRV,1974,,
Haiti,HTI,1974,565400000.0,112.996202
Hungary,HUN,1974,,
IBRD only,IBD,1974,1163830000000.0,449.5209148
IDA & IBRD total,IBT,1974,1290380000000.0,412.3075251
IDA total,IDA,1974,126487000000.0,233.9701363
IDA blend,IDB,1974,50396432458.0,291.532472
Indonesia,IDN,1974,25802409639.0,202.4954054
IDA only,IDX,1974,77618311477.0,211.0657929
Isle of Man,IMN,1974,,
India,IND,1974,99525899116.0,163.4781125
Not classified,INX,1974,,
Ireland,IRL,1974,7896860615.0,2516.927686
"Iran, Islamic Rep.",IRN,1974,46209092072.0,1453.734123
Iraq,IRQ,1974,11516762614.0,1018.095783
Iceland,ISL,1974,1515190595.0,7040.554044
Israel,ISR,1974,,
Italy,ITA,1974,199564000000.0,3621.145822
Jamaica,JAM,1974,2375096249.0,1188.550667
Jordan,JOR,1974,1197454207.0,596.4204473
Japan,JPN,1974,479626000000.0,4353.824355
Kazakhstan,KAZ,1974,,
Kenya,KEN,1974,2969942180.0,227.1059675
Kyrgyz Republic,KGZ,1974,,
Cambodia,KHM,1974,588443893.7,78.11203511
Kiribati,KIR,1974,85637174.37,1576.124975
St. Kitts and Nevis,KNA,1974,31514856.31,711.0431909
"Korea, Rep.",KOR,1974,19544094741.0,563.3559578
Kuwait,KWT,1974,13004774557.0,13521.66733
Latin America & Caribbean (excluding high income),LAC,1974,317969000000.0,1127.856044
Lao PDR,LAO,1974,,
Lebanon,LBN,1974,,
Liberia,LBR,1974,,
Libya,LBY,1974,,
St. Lucia,LCA,1974,,
Latin America & Caribbean,LCN,1974,379050000000.0,1205.214092
Least developed countries: UN classification,LDC,1974,,
Low income,LIC,1974,44132106654.0,222.1503435
Liechtenstein,LIE,1974,193983720.5,8439.578876
Sri Lanka,LKA,1974,3574586466.0,264.7463142
Lower middle income,LMC,1974,323545000000.0,236.2697538
Low & middle income,LMY,1974,1207000000000.0,393.5686737
Lesotho,LSO,1974,150846210.4,133.4173662
Late-demographic dividend,LTE,1974,684807000000.0,469.8583625
Lithuania,LTU,1974,,
Luxembourg,LUX,1974,3183637117.0,8966.728959
Latvia,LVA,1974,,
"Macao SAR, China",MAC,1974,,
St. Martin (French part),MAF,1974,,
Morocco,MAR,1974,7675408486.0,439.0123596
Monaco,MCO,1974,563939670.7,22712.94336
Moldova,MDA,1974,,
Madagascar,MDG,1974,1917508190.0,261.0355901
Maldives,MDV,1974,,
Middle East & North Africa,MEA,1974,201523000000.0,1304.274784
Mexico,MEX,1974,72000000000.0,1242.090043
Marshall Islands,MHL,1974,,
Middle income,MIC,1974,1163470000000.0,405.6512113
North Macedonia,MKD,1974,,
Mali,MLI,1974,538747340.8,84.59768687
Malta,MLT,1974,376094108.5,1245.361225
Myanmar,MMR,1974,1000557950.0,33.4428192
Middle East & North Africa (excluding high income),MNA,1974,102538000000.0,726.7038436
Montenegro,MNE,1974,,
Mongolia,MNG,1974,,
Northern Mariana Islands,MNP,1974,,
Mozambique,MOZ,1974,,
Mauritania,MRT,1974,613010958.1,474.5192062
Mauritius,MUS,1974,,
Malawi,MWI,1974,548621017.6,104.7971848
Malaysia,MYS,1974,9496074114.0,799.9319789
North America,NAC,1974,1705960000000.0,7206.816797
Namibia,NAM,1974,,
New Caledonia,NCL,1974,637403479.7,4865.675418
Niger,NER,1974,1026136974.0,203.5664959
Nigeria,NGA,1974,24846641318.0,402.8499123
Nicaragua,NIC,1974,1520900045.0,558.8632852
Netherlands,NLD,1974,87243413395.0,6440.97842
Norway,NOR,1974,27145693810.0,6811.527337
Nepal,NPL,1974,1217953547.0,92.75222233
Nauru,NRU,1974,,
New Zealand,NZL,1974,13940981798.0,4610.570426
OECD members,OED,1974,4180270000000.0,4347.359217
Oman,OMN,1974,1645917776.0,1954.883148
Other small states,OSS,1974,12037239754.0,1005.780617
Pakistan,PAK,1974,8899191919.0,137.108934
Panama,PAN,1974,2188307600.0,1287.954959
Peru,PER,1974,13858441211.0,922.8464967
Philippines,PHL,1974,15607825071.0,388.7935401
Palau,PLW,1974,,
Papua New Guinea,PNG,1974,1467346060.0,479.047218
Poland,POL,1974,,
Pre-demographic dividend,PRE,1974,86755792011.0,325.9104395
Puerto Rico,PRI,1974,7684800000.0,2614.500941
"Korea, Dem. People's Rep.",PRK,1974,,
Portugal,PRT,1974,17512391476.0,2000.418246
Paraguay,PRY,1974,1333475397.0,489.5614817
West Bank and Gaza,PSE,1974,,
Pacific island small states,PSS,1974,1018327056.0,812.4705744
Post-demographic dividend,PST,1974,4061770000000.0,4658.367859
French Polynesia,PYF,1974,555340843.9,4375.553258
Qatar,QAT,1974,2401403227.0,15631.69314
Romania,ROU,1974,,
Russian Federation,RUS,1974,,
Rwanda,RWA,1974,308458423.2,72.89440258
South Asia,SAS,1974,126972000000.0,162.3755547
Saudi Arabia,SAU,1974,45412971910.0,6437.41809
Sudan,SDN,1974,4595000000.0,294.9852295
Senegal,SEN,1974,2099324950.0,437.6157344
Singapore,SGP,1974,5221534956.0,2341.705514
Solomon Islands,SLB,1974,84539332.28,453.7879423
Sierra Leone,SLE,1974,648590642.9,218.0792685
El Salvador,SLV,1974,1665880000.0,410.2895015
San Marino,SMR,1974,,
Somalia,SOM,1974,467577432.2,128.70334
Serbia,SRB,1974,,
Sub-Saharan Africa (excluding high income),SSA,1974,128335000000.0,396.7779609
South Sudan,SSD,1974,,
Sub-Saharan Africa,SSF,1974,128373000000.0,396.8258324
Small states,SST,1974,20198257636.0,1100.589037
Sao Tome and Principe,STP,1974,,
Suriname,SUR,1974,409850000.0,1133.231029
Slovak Republic,SVK,1974,,
Slovenia,SVN,1974,,
Sweden,SWE,1974,66013338965.0,8089.914585
Eswatini,SWZ,1974,264311994.1,545.2576171
Sint Maarten (Dutch part),SXM,1974,,
Seychelles,SYC,1974,43134498.69,744.5069419
Syrian Arab Republic,SYR,1974,4244670160.0,582.8044312
Turks and Caicos Islands,TCA,1974,,
Chad,TCD,1974,652532796.1,163.1365433
East Asia & Pacific (IDA & IBRD countries),TEA,1974,220922000000.0,181.7514405
Europe & Central Asia (IDA & IBRD countries),TEC,1974,,
Togo,TGO,1974,560437742.6,237.8142181
Thailand,THA,1974,13703000530.0,332.1752699
Tajikistan,TJK,1974,,
Turkmenistan,TKM,1974,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,1974,357288000000.0,1185.130832
Timor-Leste,TLS,1974,,
Middle East & North Africa (IDA & IBRD countries),TMN,1974,101622000000.0,720.2173526
Tonga,TON,1974,,
South Asia (IDA & IBRD),TSA,1974,126972000000.0,162.3755547
Sub-Saharan Africa (IDA & IBRD countries),TSS,1974,128373000000.0,396.8258324
Trinidad and Tobago,TTO,1974,2042031901.0,2049.247301
Tunisia,TUN,1974,3545933562.0,641.1042608
Turkiye,TUR,1974,35669064748.0,929.6014157
Tuvalu,TUV,1974,,
Tanzania,TZA,1974,,
Uganda,UGA,1974,2100142653.0,200.9123531
Ukraine,UKR,1974,,
Upper middle income,UMC,1974,855039000000.0,570.4947366
Uruguay,URY,1974,4090209682.0,1448.325811
United States,USA,1974,1545240000000.0,7225.69136
Uzbekistan,UZB,1974,,
St. Vincent and the Grenadines,VCT,1974,32924215.86,347.9698985
"Venezuela, RB",VEN,1974,26100930233.0,2036.437849
British Virgin Islands,VGB,1974,,
Virgin Islands (U.S.),VIR,1974,,
Vietnam,VNM,1974,,
Vanuatu,VUT,1974,,
World,WLD,1974,5366740000000.0,1345.558816
Samoa,WSM,1974,,
Kosovo,XKX,1974,,
"Yemen, Rep.",YEM,1974,,
South Africa,ZAF,1974,41389185875.0,1685.739474
Zambia,ZMB,1974,3121833333.0,653.278691
Zimbabwe,ZWE,1974,3982161400.0,654.4141916
Aruba,ABW,1975,,
Africa Eastern and Southern,AFE,1975,91649152687.0,466.6217712
Afghanistan,AFG,1975,2366666616.0,186.5108383
Africa Western and Central,AFW,1975,51444731784.0,377.7880069
Angola,AGO,1975,,
Albania,ALB,1975,,
Andorra,AND,1975,220127246.4,7169.101006
Arab World,ARB,1975,157910000000.0,1127.600549
United Arab Emirates,ARE,1975,14720672507.0,26848.08818
Argentina,ARG,1975,52438647922.0,2027.337202
Armenia,ARM,1975,,
American Samoa,ASM,1975,,
Antigua and Barbuda,ATG,1975,,
Australia,AUS,1975,97333060221.0,7005.906588
Austria,AUT,1975,40059206763.0,5285.620724
Azerbaijan,AZE,1975,,
Burundi,BDI,1975,420986666.7,113.7531561
Belgium,BEL,1975,65678189097.0,6701.377361
Benin,BEN,1975,676870140.3,207.3003128
Burkina Faso,BFA,1975,939972703.5,152.7279968
Bangladesh,BGD,1975,19448348073.0,277.5706052
Bulgaria,BGR,1975,,
Bahrain,BHR,1975,,
"Bahamas, The",BHS,1975,596200000.0,3156.250827
Bosnia and Herzegovina,BIH,1975,,
Belarus,BLR,1975,,
Belize,BLZ,1975,118066298.3,885.9579357
Bermuda,BMU,1975,345000000.0,6509.433962
Bolivia,BOL,1975,2404697651.0,480.8036551
Brazil,BRA,1975,129204000000.0,1205.074834
Barbados,BRB,1975,402178605.0,1633.823012
Brunei Darussalam,BRN,1975,1168304306.0,7228.040373
Bhutan,BTN,1975,,
Botswana,BWA,1975,355172413.8,479.0912931
Central African Republic,CAF,1975,378660016.3,193.3549821
Canada,CAN,1975,173834000000.0,7511.211343
Central Europe and the Baltics,CEB,1975,,
Switzerland,CHE,1975,,
Channel Islands,CHI,1975,,
Chile,CHL,1975,7622217352.0,719.5991575
China,CHN,1975,163432000000.0,178.3418196
Cote d'Ivoire,CIV,1975,3893839190.0,607.2350017
Cameroon,CMR,1975,2857037371.0,383.4405469
"Congo, Dem. Rep.",COD,1975,10237343174.0,446.9755403
"Congo, Rep.",COG,1975,767102679.0,499.2019558
Colombia,COL,1975,13098633902.0,544.2909066
Comoros,COM,1975,,
Cabo Verde,CPV,1975,,
Costa Rica,CRI,1975,1960863466.0,936.3368228
Caribbean small states,CSS,1975,7706760555.0,1485.161329
Cuba,CUB,1975,13027415244.0,1379.081841
Curacao,CUW,1975,,
Cayman Islands,CYM,1975,,
Cyprus,CYP,1975,489914760.7,976.3342285
Czech Republic,CZE,1975,,
Germany,DEU,1975,490637000000.0,6236.358881
Djibouti,DJI,1975,,
Dominica,DMA,1975,,
Denmark,DNK,1975,40474406216.0,7999.112667
Dominican Republic,DOM,1975,3599200000.0,699.6030037
Algeria,DZA,1975,15557934268.0,936.7900822
East Asia & Pacific (excluding high income),EAP,1975,248665000000.0,198.0479405
Early-demographic dividend,EAR,1975,650499000000.0,461.8267947
East Asia & Pacific,EAS,1975,935691000000.0,648.4377186
Europe & Central Asia (excluding high income),ECA,1975,,
Europe & Central Asia,ECS,1975,2309260000000.0,3012.242499
Ecuador,ECU,1975,7731677257.0,1105.420555
"Egypt, Arab Rep.",EGY,1975,11632178869.0,301.7494289
Euro area,EMU,1975,1502000000000.0,5075.630259
Eritrea,ERI,1975,,
Spain,ESP,1975,114777000000.0,3209.837445
Estonia,EST,1975,,
Ethiopia,ETH,1975,,
European Union,EUU,1975,1690880000000.0,4245.053256
Fragile and conflict affected situations,FCS,1975,130309000000.0,381.7487197
Finland,FIN,1975,29472623242.0,6255.544641
Fiji,FJI,1975,684268280.8,1186.676079
France,FRA,1975,360832000000.0,6690.57827
Faroe Islands,FRO,1975,,
"Micronesia, Fed. Sts.",FSM,1975,,
Gabon,GAB,1975,2157592937.0,3331.994318
United Kingdom,GBR,1975,241757000000.0,4299.745618
Georgia,GEO,1975,,
Ghana,GHA,1975,2810106383.0,281.4061265
Gibraltar,GIB,1975,,
Guinea,GIN,1975,,
"Gambia, The",GMB,1975,115182522.1,213.3068921
Guinea-Bissau,GNB,1975,108985740.2,142.2818203
Equatorial Guinea,GNQ,1975,104295643.4,407.71064
Greece,GRC,1975,28525876727.0,3153.235776
Grenada,GRD,1975,,
Greenland,GRL,1975,211194305.7,4257.949712
Guatemala,GTM,1975,3645900000.0,594.6518036
Guam,GUM,1975,,
Guyana,GUY,1975,494791666.7,663.3956652
High income,HIC,1975,4691980000000.0,5115.252292
"Hong Kong SAR, China",HKG,1975,10048022370.0,2252.111881
Honduras,HND,1975,1124000000.0,356.457397
Heavily indebted poor countries (HIPC),HPC,1975,63372321893.0,267.1739028
Croatia,HRV,1975,,
Haiti,HTI,1975,681400000.0,133.7502478
Hungary,HUN,1975,,
IBRD only,IBD,1975,1257000000000.0,475.9491645
IDA & IBRD total,IBT,1975,1410780000000.0,441.4647319
IDA total,IDA,1975,151354000000.0,272.8870839
IDA blend,IDB,1975,57971303959.0,325.8791359
Indonesia,IDN,1975,30463855422.0,233.1166609
IDA only,IDX,1975,95518893891.0,253.5361251
Isle of Man,IMN,1975,,
India,IND,1975,98472796457.0,158.036171
Not classified,INX,1975,,
Ireland,IRL,1975,9483808362.0,2973.400123
"Iran, Islamic Rep.",IRN,1975,51776222350.0,1581.930432
Iraq,IRQ,1975,13458516763.0,1151.818714
Iceland,ISL,1975,1406875081.0,6454.177152
Israel,ISR,1975,,
Italy,ITA,1975,227696000000.0,4106.993868
Jamaica,JAM,1975,2860411286.0,1410.446
Jordan,JOR,1975,1363039400.0,659.7748406
Japan,JPN,1975,521542000000.0,4674.445481
Kazakhstan,KAZ,1975,,
Kenya,KEN,1975,3259344936.0,240.0831927
Kyrgyz Republic,KGZ,1975,,
Cambodia,KHM,1975,,
Kiribati,KIR,1975,55081816.99,999.4160647
St. Kitts and Nevis,KNA,1975,33364055.3,753.6322943
"Korea, Rep.",KOR,1975,21784297521.0,617.4560619
Kuwait,KWT,1975,12024138276.0,11768.4683
Latin America & Caribbean (excluding high income),LAC,1975,342940000000.0,1188.167835
Lao PDR,LAO,1975,,
Lebanon,LBN,1975,,
Liberia,LBR,1975,,
Libya,LBY,1975,,
St. Lucia,LCA,1975,,
Latin America & Caribbean,LCN,1975,397544000000.0,1235.053386
Least developed countries: UN classification,LDC,1975,,
Low income,LIC,1975,50449989532.0,247.555638
Liechtenstein,LIE,1975,246387479.2,10513.20529
Sri Lanka,LKA,1975,3791298146.0,275.6277195
Lower middle income,LMC,1975,360233000000.0,256.9099667
Low & middle income,LMY,1975,1336170000000.0,426.6096564
Lesotho,LSO,1975,149560513.9,128.8431755
Late-demographic dividend,LTE,1975,753236000000.0,507.9789873
Lithuania,LTU,1975,,
Luxembourg,LUX,1975,3123333333.0,8701.304731
Latvia,LVA,1975,,
"Macao SAR, China",MAC,1975,,
St. Martin (French part),MAF,1975,,
Morocco,MAR,1975,8984824183.0,502.7565308
Monaco,MCO,1975,711922994.3,28247.54967
Moldova,MDA,1975,,
Madagascar,MDG,1975,2283049233.0,302.1492277
Maldives,MDV,1975,,
Middle East & North Africa,MEA,1975,222828000000.0,1402.164677
Mexico,MEX,1975,88000000000.0,1476.313217
Marshall Islands,MHL,1975,,
Middle income,MIC,1975,1286340000000.0,439.281452
North Macedonia,MKD,1975,,
Mali,MLI,1975,830710613.9,128.1509527
Malta,MLT,1975,474620439.6,1560.112154
Myanmar,MMR,1975,1128484859.0,36.86522592
Middle East & North Africa (excluding high income),MNA,1975,119311000000.0,823.6568112
Montenegro,MNE,1975,,
Mongolia,MNG,1975,,
Northern Mariana Islands,MNP,1975,,
Mozambique,MOZ,1975,,
Mauritania,MRT,1975,703378653.4,528.6200399
Mauritius,MUS,1975,,
Malawi,MWI,1975,613220652.9,113.8799734
Malaysia,MYS,1975,9298800799.0,764.5663786
North America,NAC,1975,1859080000000.0,7773.084689
Namibia,NAM,1975,,
New Caledonia,NCL,1975,816652167.3,6163.412583
Niger,NER,1975,1048690933.0,202.257101
Nigeria,NGA,1975,27778934625.0,438.3313022
Nicaragua,NIC,1975,1590428523.0,566.6221647
Netherlands,NLD,1975,100250000000.0,7335.508997
Norway,NOR,1975,32877805200.0,8204.451512
Nepal,NPL,1975,1575789254.0,117.4177468
Nauru,NRU,1975,,
New Zealand,NZL,1975,12861983284.0,4171.76974
OECD members,OED,1975,4685540000000.0,4822.177038
Oman,OMN,1975,2096699189.0,2377.10755
Other small states,OSS,1975,13436837667.0,1099.629742
Pakistan,PAK,1975,11230606061.0,168.0803848
Panama,PAN,1975,2435304100.0,1395.476185
Peru,PER,1975,16877163792.0,1094.161608
Philippines,PHL,1975,16875240684.0,408.7425894
Palau,PLW,1975,,
Papua New Guinea,PNG,1975,1356591177.0,432.0431119
Poland,POL,1975,,
Pre-demographic dividend,PRE,1975,99113736402.0,361.8902928
Puerto Rico,PRI,1975,8198300000.0,2738.243153
"Korea, Dem. People's Rep.",PRK,1975,,
Portugal,PRT,1975,19347607843.0,2127.637507
Paraguay,PRY,1975,1511420635.0,541.4879412
West Bank and Gaza,PSE,1975,,
Pacific island small states,PSS,1975,1137380706.0,888.9127131
Post-demographic dividend,PST,1975,4551120000000.0,5178.255441
French Polynesia,PYF,1975,690323391.0,5260.44846
Qatar,QAT,1975,2512784033.0,15292.57418
Romania,ROU,1975,,
Russian Federation,RUS,1975,,
Rwanda,RWA,1975,571863295.7,131.019799
South Asia,SAS,1975,135908000000.0,169.8135591
Saudi Arabia,SAU,1975,46773303721.0,6304.116447
Sudan,SDN,1975,5598000000.0,348.0100708
Senegal,SEN,1975,2830388405.0,574.1332295
Singapore,SGP,1975,5633673930.0,2489.911575
Solomon Islands,SLB,1975,74617096.48,385.8154636
Sierra Leone,SLE,1975,679335901.1,223.6748635
El Salvador,SLV,1975,1884120100.0,453.4924515
San Marino,SMR,1975,,
Somalia,SOM,1975,710850226.5,183.1953649
Serbia,SRB,1975,,
Sub-Saharan Africa (excluding high income),SSA,1975,141405000000.0,425.2482281
South Sudan,SSD,1975,,
Sub-Saharan Africa,SSF,1975,141448000000.0,425.3008051
Small states,SST,1975,22993359911.0,1230.373549
Sao Tome and Principe,STP,1975,,
Suriname,SUR,1975,465500000.0,1295.812757
Slovak Republic,SVK,1975,,
Slovenia,SVN,1975,,
Sweden,SWE,1975,82885397621.0,10117.30668
Eswatini,SWZ,1975,288302907.4,576.8838728
Sint Maarten (Dutch part),SXM,1975,,
Seychelles,SYC,1975,47803145.96,806.2326445
Syrian Arab Republic,SYR,1975,5566756757.0,738.7164664
Turks and Caicos Islands,TCA,1975,,
Chad,TCD,1975,864602103.3,211.468197
East Asia & Pacific (IDA & IBRD countries),TEA,1975,248292000000.0,200.3515808
Europe & Central Asia (IDA & IBRD countries),TEC,1975,,
Togo,TGO,1975,617321669.4,256.1021441
Thailand,THA,1975,14882747955.0,351.6193358
